time_ms,power_pct,weight_g,flow_gps,pressure_bar,clicks_total,clicks_per_s
1748351,62.5,379.60,4.242,0.00,398,35.90
1748456,62.5,380.10,4.372,0.00,402,38.10
1748651,62.5,381.00,4.483,0.45,410,41.03
1748756,62.5,381.40,4.315,0.01,413,28.57
1748861,62.5,381.80,4.188,0.00,417,38.10
1752051,65.0,389.00,3.738,0.00,0,0.00
1752416,65.0,389.00,2.803,0.00,0,0.00
1752611,65.0,389.10,1.755,0.00,0,0.00
1752716,65.0,389.10,1.317,1.14,4,38.10
1752881,65.0,389.10,0.987,1.14,10,36.36
1752986,65.0,389.10,0.741,0.81,15,47.62
1753121,65.0,389.10,0.555,0.67,20,37.04
1753286,65.0,389.90,1.629,0.00,26,36.36
1753391,65.0,389.80,0.983,0.00,30,38.10
1753586,65.0,390.00,0.970,0.00,38,41.03
1753691,65.0,390.00,0.727,1.23,42,38.10
1753796,65.0,390.10,0.784,1.27,46,38.10
1753991,65.0,390.10,0.322,0.53,54,41.03
1754096,65.0,390.80,1.908,0.58,58,38.10
1754291,65.0,391.60,2.889,0.00,65,35.90
1754396,65.0,391.90,2.881,0.00,69,38.10
1754501,65.0,392.40,3.351,0.00,74,47.62
1754696,65.0,393.40,4.117,1.13,81,35.90
1754801,65.0,393.90,4.278,1.11,86,47.62
1754996,65.0,394.70,4.192,0.57,93,35.90
1755101,65.0,395.10,4.097,0.54,97,38.10
1755206,65.0,395.60,4.263,0.75,101,38.10
1755401,65.0,396.70,4.868,0.00,109,41.03
1755506,65.0,397.10,4.603,0.00,113,38.10
1755611,65.0,397.60,4.643,0.87,117,38.10
1755716,65.0,398.00,4.435,1.20,121,38.10
1755911,65.0,399.00,4.727,1.26,128,35.90
1756121,65.0,399.90,4.534,0.25,137,42.86
1756226,65.0,400.40,4.591,0.39,141,38.10
1756406,65.0,401.30,4.693,0.00,148,38.89
1756511,65.0,401.80,4.710,0.00,152,38.10
1756616,65.0,402.20,4.485,1.05,156,38.10
1756811,65.0,403.20,4.755,0.75,164,41.03
1756916,65.0,403.70,4.757,0.91,168,38.10
1757021,65.0,404.10,4.520,0.50,172,38.10
1757126,65.0,404.60,4.580,0.61,176,38.10
1757321,65.0,405.50,4.571,0.00,184,41.03
1757426,65.0,406.00,4.618,0.00,188,38.10
1757531,65.0,406.50,4.654,0.00,192,38.10
1757636,65.0,407.00,4.681,0.81,196,38.10
1757741,65.0,407.50,4.701,1.03,200,38.10
1757936,65.0,408.40,4.668,1.14,208,41.03
1758041,65.0,408.90,4.692,0.03,212,38.10
1758146,65.0,409.40,4.709,0.20,216,38.10
1758251,65.0,409.80,4.484,0.35,220,38.10
1758356,65.0,410.30,4.554,0.00,224,38.10
1758551,65.0,411.20,4.585,0.00,232,41.03
1758656,65.0,411.60,4.391,0.98,236,38.10
1758761,65.0,412.10,4.484,0.57,240,38.10
1758956,65.0,413.10,4.645,0.38,247,35.90
1759061,65.0,413.50,4.436,0.62,251,38.10
1759226,65.0,414.40,4.691,0.79,258,42.42
1759331,65.0,414.90,4.709,0.00,262,38.10
1759436,65.0,415.40,4.722,0.00,266,38.10
1759631,65.0,416.30,4.680,0.75,274,41.03
1759736,65.0,416.80,4.700,1.03,278,38.10
1759931,65.0,417.70,4.668,1.13,286,41.03
1760036,65.0,418.20,4.691,0.04,290,38.10
1760141,65.0,418.60,4.471,0.16,294,38.10
1760336,65.0,419.60,4.747,0.00,301,35.90
1760441,65.0,420.50,5.703,0.00,305,38.10
1760636,65.0,421.40,5.232,0.14,313,41.03
1760741,65.0,421.80,4.876,0.47,317,38.10
1760936,65.0,422.70,4.737,0.79,325,41.03
1761041,65.0,423.20,4.743,0.45,329,38.10
1761146,65.0,423.70,4.748,0.60,333,38.10
1761341,65.0,424.60,4.694,0.00,340,35.90
1761446,65.0,425.00,4.473,0.00,344,38.10
1761551,65.0,425.50,4.545,0.00,349,47.62
1761656,65.0,425.90,4.361,0.95,353,38.10
1761851,65.0,426.90,4.685,1.05,361,41.03
1762061,65.0,427.80,4.511,0.13,368,33.33
1762166,65.0,428.30,4.573,0.21,373,47.62
1762346,65.0,429.00,4.402,0.00,379,33.33
1762451,65.0,429.60,4.730,0.00,384,47.62
1762571,65.0,430.10,4.589,0.00,388,33.33
1762751,65.0,430.90,4.553,0.00,396,44.44
1762854,65.0,431.40,4.628,0.00,400,38.83
1762961,65.0,431.90,4.640,0.00,403,28.04
1763066,65.0,432.30,4.432,0.00,408,47.62
1763261,65.0,433.20,4.493,0.00,415,35.90
1763366,65.0,433.80,4.798,0.00,420,47.62
1763471,65.0,434.10,4.313,0.00,424,38.10
1763576,65.0,434.60,4.425,0.00,427,28.57
1763681,65.0,435.00,4.271,0.06,432,47.62
1763876,65.0,436.00,4.635,0.24,439,35.90
1763981,65.0,436.40,4.428,0.00,444,47.62
1767052,67.5,443.60,3.907,0.00,0,0.00
1767491,67.5,443.70,2.988,0.00,0,0.00
1767686,67.5,443.70,1.680,0.00,4,20.51
1767791,67.5,443.70,1.260,0.00,8,38.10
1767896,67.5,443.70,0.945,0.00,12,38.10
1768001,67.5,444.10,1.661,0.00,16,38.10
1768106,67.5,444.40,1.960,0.00,20,38.10
1768286,67.5,444.60,1.519,0.00,28,44.44
1768391,67.5,444.70,1.378,0.00,32,38.10
1768511,67.5,444.70,1.033,0.00,37,41.67
1768691,67.5,444.70,0.775,0.01,44,38.89
1768796,67.5,445.20,1.772,0.00,49,47.62
1768901,67.5,445.70,2.519,0.07,53,38.10
1769005,67.5,446.20,3.091,0.10,57,38.46
1769201,67.5,447.20,3.960,0.23,65,40.82
1769305,67.5,447.70,4.172,0.00,69,38.46
1769411,67.5,448.20,4.308,0.00,73,37.74
1769516,67.5,448.60,4.183,0.04,77,38.10
1769621,67.5,449.10,4.328,0.09,81,38.10
1769816,67.5,450.00,4.458,0.19,89,41.03
1769921,67.5,450.50,4.534,0.35,93,38.10
1770026,67.5,450.80,4.115,0.00,97,38.10
1770131,67.5,451.40,4.515,0.00,102,47.62
1770236,67.5,451.90,4.577,0.00,106,38.10
1770431,67.5,452.90,4.806,0.00,114,41.03
1770536,67.5,453.40,4.795,0.00,118,38.10
1770641,67.5,453.90,4.787,0.00,122,38.10
1770836,67.5,454.90,4.872,0.00,130,41.03
1770941,67.5,455.30,4.607,0.00,134,38.10
1771046,67.5,455.80,4.645,0.00,139,47.62
1771211,67.5,456.70,4.848,0.00,145,36.36
1771316,67.5,457.30,5.064,0.00,150,47.62
1771511,67.5,458.20,4.845,0.00,157,35.90
1771616,67.5,458.70,4.825,0.00,162,47.62
1771721,67.5,459.10,4.571,0.00,166,38.10
1771916,67.5,460.10,4.803,0.00,174,41.03
1772021,67.5,460.60,4.793,0.00,178,38.10
1772216,67.5,461.50,4.690,0.00,186,41.03
1772321,67.5,462.00,4.708,0.00,190,38.10
1772426,67.5,462.30,4.245,0.00,194,38.10
1772621,67.5,463.30,4.650,0.00,202,41.03
1772726,67.5,463.80,4.678,0.00,206,38.10
1772921,67.5,464.80,4.863,0.00,214,41.03
1773026,67.5,465.30,4.838,0.00,218,38.10
1773131,67.5,465.70,4.581,0.00,223,47.62
1773326,67.5,466.60,4.571,0.00,230,35.90
1773431,67.5,467.10,4.619,0.00,235,47.62
1773626,67.5,468.50,5.634,0.07,242,35.90
1773731,67.5,469.00,5.416,0.21,247,47.62
1773836,67.5,469.50,5.252,0.28,251,38.10
1773941,67.5,470.00,5.130,0.00,255,38.10
1774046,67.5,470.40,4.800,0.00,260,47.62
1774226,67.5,471.30,4.853,0.05,266,33.33
1774331,67.5,471.80,4.830,0.15,271,47.62
1774451,67.5,472.30,4.664,0.24,276,41.67
1774571,67.5,472.80,4.540,0.00,280,33.33
1774751,67.5,473.60,4.516,0.00,288,44.44
1774946,67.5,474.60,4.772,0.15,296,41.03
1775155,67.5,475.50,4.566,0.00,304,38.28
1775351,67.5,476.40,4.551,0.00,312,40.82
1775471,67.5,476.90,4.455,0.00,317,41.67
1775651,67.5,477.90,4.937,0.00,324,38.89
1775861,67.5,478.80,4.652,0.00,332,38.10
1775966,67.5,479.30,4.679,0.00,337,47.62
1776071,67.5,479.70,4.462,0.00,341,38.10
1776266,67.5,480.70,4.742,0.00,349,41.03
1776371,67.5,481.10,4.509,0.00,353,38.10
1776476,67.5,481.60,4.572,0.00,357,38.10
1776581,67.5,482.10,4.620,0.00,361,38.10
1776686,67.5,482.50,4.417,0.00,365,38.10
1776881,67.5,483.50,4.717,0.00,374,46.15
1776986,67.5,483.90,4.490,0.00,378,38.10
1777151,67.5,484.80,4.731,0.00,384,36.36
1777255,67.5,485.30,4.750,0.00,388,38.46
1777391,67.5,485.80,4.482,0.00,394,44.12
1777555,67.5,486.60,4.581,0.00,400,36.59
1777661,67.5,487.10,4.615,0.00,404,37.74
1777855,67.5,488.00,4.599,0.00,412,41.24
1777961,67.5,488.50,4.629,0.00,416,37.74
1778066,67.5,489.00,4.662,0.00,421,47.62
1778261,67.5,489.80,4.408,0.00,428,35.90
1778366,67.5,490.30,4.496,0.00,433,47.62
1778561,67.5,491.20,4.526,0.00,441,41.03
1778666,67.5,491.70,4.585,0.10,445,38.10
1778771,67.5,492.10,4.391,0.14,449,38.10
1778966,67.5,493.10,4.702,0.34,457,41.03
1782053,70.0,500.10,4.094,0.00,0,0.00
1782521,70.0,500.10,3.070,0.00,0,0.00
1782626,70.0,500.10,2.303,0.00,0,0.00
1782821,70.0,500.10,1.295,0.00,6,30.77
1782926,70.0,500.30,1.448,0.00,10,38.10
1783031,70.0,500.30,1.086,0.00,15,47.62
1783196,70.0,501.00,1.875,0.00,22,42.42
1783331,70.0,501.10,1.591,0.00,28,44.44
1783496,70.0,501.20,1.345,0.00,35,42.42
1783601,70.0,501.20,1.009,0.00,39,38.10
1783706,70.0,501.30,0.995,0.00,43,38.10
1783901,70.0,501.70,1.482,0.00,51,41.03
1784006,70.0,502.00,1.826,0.00,56,47.62
1784201,70.0,502.60,2.396,0.00,64,41.03
1784306,70.0,503.20,3.226,0.00,68,38.10
1784501,70.0,504.20,4.047,0.00,77,46.15
1784606,70.0,504.70,4.225,0.13,81,38.10
1784711,70.0,505.20,4.360,0.00,85,38.10
1784921,70.0,506.20,4.536,0.00,94,42.86
1785101,70.0,507.20,4.982,0.06,102,44.44
1785206,70.0,507.60,4.689,0.00,106,38.10
1785311,70.0,508.10,4.707,0.00,110,38.10
1785416,70.0,508.60,4.721,0.00,115,47.62
1785611,70.0,509.60,4.888,0.06,123,41.03
1785716,70.0,510.10,4.856,0.00,128,47.62
1785821,70.0,510.60,4.833,0.00,132,38.10
1786016,70.0,511.60,4.950,0.00,140,41.03
1786121,70.0,512.00,4.665,0.02,145,47.62
1786331,70.0,513.00,4.708,0.00,154,42.86
1786436,70.0,513.50,4.721,0.00,158,38.10
1786616,70.0,515.00,5.624,0.00,166,44.44
1786721,70.0,515.40,5.171,0.00,170,38.10
1786841,70.0,515.90,4.920,0.00,175,41.67
1787021,70.0,516.90,5.079,0.03,182,38.89
1787126,70.0,517.40,4.999,0.21,187,47.62
1787231,70.0,517.80,4.702,0.00,191,38.10
1787336,70.0,518.30,4.717,0.00,196,47.62
1787531,70.0,519.30,4.885,0.00,204,41.03
1787636,70.0,519.80,4.855,0.14,208,38.10
1787741,70.0,520.20,4.593,0.00,212,38.10
1787846,70.0,520.70,4.635,0.00,217,47.62
1787951,70.0,521.20,4.667,0.00,222,47.62
1788146,70.0,522.09,4.596,0.06,230,41.03
1788251,70.0,522.70,4.899,0.00,234,38.10
1788356,70.0,523.09,4.603,0.00,238,38.10
1788461,70.0,523.59,4.643,0.00,243,47.62
1788566,70.0,524.09,4.672,0.00,247,38.10
1788761,70.0,525.09,4.860,0.00,255,41.03
1788866,70.0,525.50,4.621,0.00,260,47.62
1788971,70.0,526.00,4.657,0.00,264,38.10
1789166,70.0,527.00,4.774,0.00,273,46.15
1789271,70.0,527.50,4.771,0.00,277,38.10
1789436,70.0,528.40,4.942,0.00,284,42.42
1789541,70.0,528.90,4.897,0.01,288,38.10
1789646,70.0,529.40,4.863,0.22,292,38.10
1789841,70.0,530.40,4.968,0.00,301,46.15
1789946,70.0,530.80,4.678,0.00,305,38.10
1790141,70.0,531.80,4.864,0.08,313,41.03
1790246,70.0,532.20,4.600,0.00,317,38.10
1790351,70.0,532.70,4.641,0.00,322,47.62
1790546,70.0,533.70,4.842,0.00,330,41.03
1790651,70.0,534.20,4.822,0.01,335,47.62
1790846,70.0,535.20,4.977,0.00,343,41.03
1790966,70.0,535.59,4.546,0.00,348,41.67
1791146,70.0,536.59,4.987,0.00,355,38.89
1791251,70.0,537.00,4.717,0.00,360,47.62
1791356,70.0,537.50,4.728,0.00,364,38.10
1791551,70.0,538.50,4.892,0.07,373,46.15
1791656,70.0,538.90,4.621,0.30,377,38.10
1791761,70.0,539.40,4.656,0.00,381,38.10
1791956,70.0,540.40,4.851,0.00,390,46.15
1792061,70.0,540.80,4.591,0.13,394,38.10
1792166,70.0,541.40,4.872,0.00,399,47.62
1792271,70.0,541.80,4.606,0.00,403,38.10
1792376,70.0,542.20,4.407,0.00,407,38.10
1792556,70.0,543.20,4.840,0.00,415,44.44
1792661,70.0,543.70,4.821,0.00,419,38.10
1792781,70.0,544.20,4.657,0.00,425,50.00
1792961,70.0,545.20,4.882,0.00,432,38.89
1793066,70.0,545.59,4.590,0.00,436,38.10
1793171,70.0,546.59,5.823,0.00,441,47.62
1793291,70.0,547.00,5.222,0.00,446,41.67
1793471,70.0,548.00,5.305,0.00,453,38.89
1793576,70.0,548.50,5.169,0.24,457,38.10
1793681,70.0,549.00,5.067,0.00,462,47.62
1793786,70.0,549.50,4.991,0.00,467,47.62
1793891,70.0,549.90,4.696,0.00,471,38.10
1797054,72.5,557.30,4.244,0.01,0,0.00
1797491,72.5,557.30,3.183,0.00,0,0.00
1797596,72.5,557.30,2.387,0.00,0,0.00
1797701,72.5,557.30,1.791,0.00,3,28.57
1797896,72.5,557.30,1.007,0.00,11,41.03
1798001,72.5,557.80,1.946,0.00,16,47.62
1798106,72.5,557.80,1.459,0.06,21,47.62
1798211,72.5,558.00,1.571,0.00,25,38.10
1798316,72.5,558.30,1.892,0.00,29,38.10
1798496,72.5,558.30,1.064,0.00,37,44.44
1798601,72.5,558.30,0.798,0.00,41,38.10
1798721,72.5,558.30,0.599,0.06,47,50.00
1798826,72.5,558.30,0.449,0.00,52,47.62
1799006,72.5,559.00,1.309,0.00,59,38.89
1799111,72.5,559.50,2.172,0.00,64,47.62
1799216,72.5,560.00,2.820,0.00,68,38.10
1799411,72.5,561.09,4.006,0.00,77,46.15
1799516,72.5,561.59,4.195,0.00,81,38.10
1799621,72.5,562.00,4.122,0.00,86,47.62
1799726,72.5,563.00,5.473,0.00,90,38.10
1799921,72.5,563.90,5.072,0.00,99,46.15
1800026,72.5,564.40,4.995,0.00,103,38.10
1800131,72.5,564.70,4.460,0.00,108,47.62
1800236,72.5,565.20,4.536,0.00,112,38.10
1800341,72.5,565.70,4.592,0.00,117,47.62
1800536,72.5,566.80,5.053,0.00,125,41.03
1800641,72.5,567.30,4.980,0.08,130,47.62
1800746,72.5,567.70,4.688,0.00,134,38.10
1800851,72.5,568.20,4.706,0.00,139,47.62
1800956,72.5,568.70,4.720,0.00,144,47.62
1801151,72.5,569.80,5.125,0.00,152,41.03
1801256,72.5,570.30,5.034,0.00,157,47.62
1801421,72.5,571.20,5.140,0.00,164,42.42
1801526,72.5,571.80,5.283,0.00,168,38.10
1801661,72.5,572.20,4.703,0.00,174,44.44
1801826,72.5,573.20,5.043,0.00,181,42.42
1801931,72.5,573.70,4.972,0.00,185,38.10
1802126,72.5,574.70,5.029,0.00,194,46.15
1802231,72.5,575.20,4.962,0.00,198,38.10
1802336,72.5,575.70,4.912,0.00,203,47.62
1802531,72.5,576.70,4.995,0.00,211,41.03
1802636,72.5,577.20,4.937,0.00,216,47.62
1802831,72.5,578.20,5.009,0.00,224,41.03
1802936,72.5,578.70,4.947,0.00,229,47.62
1803041,72.5,579.20,4.901,0.00,234,47.62
1803236,72.5,580.20,4.989,0.00,242,41.03
1803341,72.5,580.70,4.932,0.00,247,47.62
1803536,72.5,581.70,5.006,0.00,255,41.03
1803641,72.5,582.20,4.945,0.00,260,47.62
1803746,72.5,582.70,4.899,0.00,264,38.10
1803941,72.5,583.70,5.021,0.00,273,46.15
1804046,72.5,584.20,4.956,0.00,277,38.10
1804151,72.5,584.59,4.646,0.00,281,38.10
1804256,72.5,585.09,4.675,0.00,286,47.62
1804451,72.5,586.09,4.862,0.00,294,41.03
1804661,72.5,587.00,4.630,0.00,304,47.62
1804781,72.5,587.50,4.515,0.00,309,41.67
1804946,72.5,588.50,4.901,0.00,316,42.42
1805051,72.5,589.00,4.866,0.00,320,38.10
1805171,72.5,589.50,4.691,0.00,326,50.00
1805351,72.5,590.50,4.907,0.00,333,38.89
1805471,72.5,591.00,4.722,0.00,339,50.00
1805666,72.5,591.90,4.650,0.00,347,41.03
1805861,72.5,592.90,4.848,0.00,355,41.03
1805966,72.5,593.40,4.826,0.00,360,47.62
1806071,72.5,593.90,4.810,0.00,365,47.62
1806176,72.5,594.90,5.989,0.00,369,38.10
1806281,72.5,595.40,5.682,0.00,373,38.10
1806476,72.5,596.30,5.190,0.00,382,46.15
1806581,72.5,596.90,5.321,0.00,386,38.10
1806686,72.5,597.40,5.181,0.00,391,47.62
1806791,72.5,597.90,5.077,0.00,396,47.62
1806896,72.5,598.30,4.760,0.00,400,38.10
1807091,72.5,599.30,4.909,0.00,409,46.15
1807196,72.5,599.80,4.873,0.00,413,38.10
1807361,72.5,600.80,5.170,0.00,420,42.42
1807466,72.5,601.20,4.830,0.00,425,47.62
1807601,72.5,601.70,4.548,0.00,430,37.04
1807766,72.5,602.70,4.926,0.00,437,42.42
1807871,72.5,603.20,4.885,0.00,443,57.14
1808066,72.5,604.20,4.980,0.00,450,35.90
1808171,72.5,604.70,4.926,0.00,455,47.62
1808276,72.5,605.20,4.885,0.00,460,47.62
1808471,72.5,606.09,4.718,0.00,468,41.03
1808576,72.5,606.59,4.729,0.00,473,47.62
1808771,72.5,607.59,4.859,0.00,481,41.03
1808876,72.5,608.09,4.835,0.00,486,47.62
1808981,72.5,608.59,4.817,0.00,490,38.10
1812055,75.0,614.90,4.126,0.00,0,0.00
1812416,75.0,614.90,3.094,0.00,0,0.00
1812521,75.0,615.40,3.511,0.00,0,0.00
1812626,75.0,615.70,3.348,0.00,0,0.00
1812731,75.0,615.70,2.511,0.00,5,47.62
1812836,75.0,615.70,1.883,0.00,10,47.62
1813031,75.0,616.00,1.714,0.00,18,41.03
1813136,75.0,616.40,2.238,0.00,24,57.14
1813241,75.0,616.50,1.916,0.00,28,38.10
1813436,75.0,616.50,1.437,0.00,37,46.15
1813541,75.0,616.50,1.078,0.00,42,47.62
1813706,75.0,616.80,1.263,0.00,49,42.42
1813811,75.0,617.00,1.423,0.00,54,47.62
1813916,75.0,617.59,2.472,0.00,58,38.10
1814111,75.0,618.70,3.885,0.00,67,46.15
1814216,75.0,619.20,4.104,0.00,72,47.62
1814411,75.0,620.20,4.511,0.00,81,46.15
1814516,75.0,620.80,4.812,0.00,85,38.10
1814621,75.0,621.09,4.299,0.00,90,47.62
1814816,75.0,622.00,4.436,0.00,99,46.15
1814921,75.0,622.59,4.732,0.00,104,47.62
1815116,75.0,623.70,5.123,0.00,112,41.03
1815221,75.0,624.20,5.033,0.00,117,47.62
1815326,75.0,624.70,4.965,0.00,122,47.62
1815521,75.0,625.59,4.796,0.00,131,46.15
1815626,75.0,626.20,5.049,0.00,135,38.10
1815821,75.0,627.20,5.105,0.00,144,46.15
1815926,75.0,627.70,5.019,0.00,149,47.62
1816031,75.0,628.30,5.193,0.00,153,38.10
1816226,75.0,629.30,5.183,0.00,162,46.15
1816331,75.0,629.70,4.840,0.00,167,47.62
1816436,75.0,630.30,5.058,0.00,172,47.62
1816541,75.0,630.70,4.746,0.00,177,47.62
1816646,75.0,631.30,4.988,0.00,181,38.10
1816826,75.0,632.40,5.584,0.00,189,44.44
1816931,75.0,632.70,4.902,0.00,194,47.62
1817051,75.0,633.30,4.926,0.00,199,41.67
1817231,75.0,634.30,5.084,0.00,207,44.44
1817336,75.0,634.80,5.003,0.00,213,57.14
1817441,75.0,635.30,4.943,0.00,217,38.10
1817546,75.0,635.80,4.898,0.00,222,47.62
1817741,75.0,636.70,4.719,0.00,231,46.15
1817846,75.0,637.30,4.968,0.00,235,38.10
1817951,75.0,637.70,4.678,0.00,240,47.62
1818056,75.0,638.30,4.937,0.00,245,47.62
1818161,75.0,638.70,4.655,0.00,249,38.10
1818356,75.0,639.70,4.821,0.00,258,46.15
1818461,75.0,640.30,5.044,0.00,263,47.62
1818566,75.0,640.70,4.736,0.00,267,38.10
1818671,75.0,641.20,4.742,0.00,273,57.14
1818866,75.0,642.20,4.900,0.00,281,41.03
1818971,75.0,642.70,4.865,0.00,286,47.62
1819076,75.0,643.59,5.768,0.00,291,47.62
1819181,75.0,644.00,5.302,0.00,295,38.10
1819376,75.0,645.20,5.515,0.00,304,46.15
1819481,75.0,645.80,5.565,0.00,309,47.62
1819586,75.0,646.20,5.126,0.00,314,47.62
1819751,75.0,647.30,5.511,0.00,321,42.42
1819856,75.0,647.90,5.562,0.00,326,47.62
1820051,75.0,648.80,5.182,0.00,334,41.03
1820156,75.0,649.20,4.839,0.00,339,47.62
1820261,75.0,649.80,5.058,0.00,344,47.62
1820456,75.0,650.70,4.902,0.00,353,46.15
1820561,75.0,651.00,4.390,0.00,357,38.10
1820771,75.0,651.90,4.345,0.00,367,47.62
1820966,75.0,652.90,4.676,0.00,375,41.03
1821071,75.0,653.40,4.697,0.00,381,57.14
1821176,75.0,653.80,4.475,0.00,385,38.10
1821356,75.0,654.70,4.601,0.00,393,44.44
1821461,75.0,655.30,4.879,0.00,398,47.62
1821566,75.0,655.70,4.612,0.00,402,38.10
1821671,75.0,656.20,4.649,0.00,408,57.14
1821866,75.0,657.20,4.877,0.00,416,41.03
1821971,75.0,657.60,4.610,0.00,421,47.62
1822166,75.0,658.60,4.796,0.00,429,41.03
1822271,75.0,659.10,4.787,0.00,435,57.14
1822376,75.0,659.50,4.543,0.00,439,38.10
1822481,75.0,660.00,4.598,0.00,444,47.62
1822586,75.0,660.40,4.401,0.00,449,47.62
1822766,75.0,661.50,5.184,0.00,456,38.89
1822871,75.0,661.90,4.840,0.00,462,57.14
1822991,75.0,662.40,4.672,0.00,467,41.67
1823096,75.0,662.90,4.694,0.00,471,38.10
1823276,75.0,663.80,4.771,0.00,480,50.00
1823381,75.0,664.40,5.007,0.00,484,38.10
1823486,75.0,664.80,4.707,0.00,489,47.62
1823681,75.0,665.80,4.850,0.00,498,46.15
1823786,75.0,666.30,4.828,0.00,503,47.62
1823891,75.0,666.80,4.812,0.00,507,38.10
1823996,75.0,667.30,4.799,0.00,512,47.62
1827056,77.5,674.80,4.212,0.00,0,0.00
1827506,77.5,674.80,3.159,0.00,0,0.00
1827611,77.5,674.80,2.369,0.00,0,0.00
1827806,77.5,674.80,1.333,0.00,6,30.77
1827911,77.5,674.80,1.000,0.00,11,47.62
1828016,77.5,674.80,0.750,0.00,16,47.62
1828211,77.5,675.80,2.624,0.00,25,46.15
1828316,77.5,675.70,1.730,0.00,30,47.62
1828421,77.5,675.80,1.536,0.00,35,47.62
1828526,77.5,675.80,1.152,0.00,39,38.10
1828721,77.5,675.90,0.886,0.00,48,46.15
1828931,77.5,676.00,0.707,0.00,58,47.62
1829036,77.5,676.40,1.482,0.00,63,47.62
1829216,77.5,677.20,2.223,0.00,71,44.44
1829321,77.5,677.70,2.858,0.00,76,47.62
1829516,77.5,678.50,3.423,0.00,85,46.15
1829621,77.5,678.90,3.520,0.00,90,47.62
1829726,77.5,679.40,3.830,0.00,95,47.62
1829831,77.5,680.00,4.301,0.00,100,47.62
1829936,77.5,680.50,4.416,0.00,105,47.62
1830131,77.5,681.50,4.716,0.00,114,46.15
1830236,77.5,682.00,4.728,0.00,118,38.10
1830341,77.5,682.60,4.974,0.00,123,47.62
1830446,77.5,683.10,4.921,0.00,128,47.62
1830551,77.5,683.60,4.881,0.00,133,47.62
1830746,77.5,684.60,4.978,0.00,142,46.15
1830851,77.5,685.10,4.924,0.00,147,47.62
1830956,77.5,685.60,4.883,0.00,152,47.62
1831061,77.5,686.10,4.853,0.00,157,47.62
1831166,77.5,686.60,4.830,0.00,162,47.62
1831361,77.5,687.60,4.949,0.00,171,46.15
1831466,77.5,688.20,5.141,0.00,175,38.10
1831631,77.5,689.20,5.371,0.00,183,48.48
1831766,77.5,689.70,4.954,0.00,189,44.44
1831871,77.5,690.20,4.906,0.00,194,47.62
1832036,77.5,691.70,5.952,0.00,202,48.48
1832141,77.5,692.20,5.655,0.00,206,38.10
1832336,77.5,693.20,5.413,0.00,215,46.15
1832441,77.5,693.70,5.250,0.00,220,47.62
1832546,77.5,694.20,5.128,0.00,225,47.62
1832741,77.5,695.30,5.325,0.00,234,46.15
1832846,77.5,695.80,5.184,0.00,239,47.62
1833041,77.5,696.80,5.148,0.00,248,46.15
1833161,77.5,697.30,4.903,0.00,254,50.00
1833341,77.5,698.30,5.188,0.00,262,44.44
1833446,77.5,698.80,5.082,0.00,267,47.62
1833551,77.5,699.30,5.002,0.00,272,47.62
1833746,77.5,700.30,5.046,0.00,281,46.15
1833851,77.5,700.80,4.975,0.00,286,47.62
1833956,77.5,701.30,4.922,0.00,290,38.10
1834151,77.5,702.30,5.000,0.00,299,46.15
1834256,77.5,702.80,4.941,0.00,304,47.62
1834361,77.5,703.30,4.896,0.00,309,47.62
1834556,77.5,704.30,4.986,0.00,318,46.15
1834659,77.5,704.80,4.953,0.50,323,48.54
1834766,77.5,705.30,4.883,0.76,328,46.73
1834871,77.5,705.80,4.853,0.00,333,47.62
1834976,77.5,706.30,4.830,0.00,337,38.10
1835156,77.5,707.30,5.011,0.00,346,50.00
1835259,77.5,707.80,4.972,1.14,351,48.54
1835381,77.5,708.30,4.754,0.35,356,40.98
1835559,77.5,709.30,4.970,0.19,365,50.56
1835666,77.5,709.80,4.896,0.00,369,37.38
1835771,77.5,710.30,4.862,0.00,374,47.62
1835876,77.5,710.80,4.837,0.00,379,47.62
1836071,77.5,711.80,4.953,0.85,388,46.15
1836176,77.5,712.30,4.905,0.15,393,47.62
1836281,77.5,712.80,4.869,0.00,398,47.62
1836386,77.5,713.30,4.843,0.02,403,47.62
1836491,77.5,713.80,4.822,0.00,407,38.10
1836686,77.5,714.80,4.945,0.19,416,46.15
1836791,77.5,715.30,4.899,0.23,421,47.62
1836896,77.5,715.80,4.865,0.48,426,47.62
1837001,77.5,716.30,4.839,0.00,431,47.62
1837106,77.5,716.80,4.820,0.00,436,47.62
1837301,77.5,717.80,4.943,0.04,445,46.15
1837406,77.5,718.30,4.898,0.91,450,47.62
1837509,77.5,718.80,4.887,0.58,455,48.54
1837706,77.5,719.80,4.934,0.04,463,40.61
1837810,77.5,720.30,4.903,0.00,469,57.69
1837976,77.5,721.30,5.183,0.13,477,48.19
1838081,77.5,721.80,5.078,0.00,481,38.10
1838216,77.5,722.30,4.734,0.00,487,44.44
1838381,77.5,723.90,5.975,0.00,495,48.48
1838486,77.5,724.30,5.434,0.00,500,47.62
1838681,77.5,725.40,5.527,0.00,509,46.15
1838786,77.5,725.90,5.335,0.07,513,38.10
1838891,77.5,726.40,5.192,0.05,518,47.62
1842057,80.0,734.30,4.564,0.00,0,0.00
1842431,80.0,734.30,3.423,0.00,0,0.00
1842626,80.0,734.20,1.687,0.00,0,0.00
1842731,80.0,734.30,1.503,1.24,4,38.10
1842836,80.0,734.50,1.604,0.12,9,47.62
